x-axis,1,2
second,Volt,Volt
-276.000E-03,-1.978625E+00,-1.633594E+00
-274.000E-03,-1.978625E+00,-1.668750E+00
-272.000E-03,-1.978625E+00,-1.703906E+00
-270.000E-03,-1.978625E+00,-1.746875E+00
-268.000E-03,-1.978625E+00,-1.789844E+00
-266.000E-03,-1.978625E+00,-1.832812E+00
-264.000E-03,-1.978625E+00,-1.879687E+00
-262.000E-03,-1.978625E+00,-1.926562E+00
-260.000E-03,-1.978625E+00,-1.977344E+00
-258.000E-03,-1.978625E+00,-2.024219E+00
-256.000E-03,-1.978625E+00,-2.075000E+00
-254.000E-03,-1.978625E+00,-2.121875E+00
-252.000E-03,-1.978625E+00,-2.164844E+00
-250.000E-03,-1.978625E+00,-2.207812E+00
-248.000E-03,-1.978625E+00,-2.246875E+00
-246.000E-03,-1.978625E+00,-2.282031E+00
-244.000E-03,-1.978625E+00,-2.313281E+00
-242.000E-03,-1.978625E+00,-2.340625E+00
-240.000E-03,-1.978625E+00,-2.364062E+00
-238.000E-03,-1.978625E+00,-2.383594E+00
-236.000E-03,-1.978625E+00,-2.399219E+00
-234.000E-03,-1.978625E+00,-2.407031E+00
-232.000E-03,-1.978625E+00,-2.410937E+00
-230.000E-03,-1.978625E+00,-2.410937E+00
-228.000E-03,-1.978625E+00,-2.403125E+00
-226.000E-03,-1.978625E+00,-2.391406E+00
-224.000E-03,-1.978625E+00,-2.375781E+00
-222.000E-03,-1.978625E+00,-2.352344E+00
-220.000E-03,-1.978625E+00,-2.328906E+00
-218.000E-03,-1.978625E+00,-2.297656E+00
-216.000E-03,-1.978625E+00,-2.266406E+00
-214.000E-03,-1.978625E+00,-2.231250E+00
-212.000E-03,-1.978625E+00,-2.196094E+00
-210.000E-03,-1.978625E+00,-2.157031E+00
-208.000E-03,-1.978625E+00,-2.114062E+00
-206.000E-03,-1.978625E+00,-2.071094E+00
-204.000E-03,-1.978625E+00,-2.028125E+00
-202.000E-03,-1.978625E+00,-1.989062E+00
-200.000E-03,-1.978625E+00,-1.946094E+00
-198.000E-03,-1.978625E+00,-1.907031E+00
-196.000E-03,-1.978625E+00,-1.867969E+00
-194.000E-03,-1.978625E+00,-1.832812E+00
-192.000E-03,-1.978625E+00,-1.797656E+00
-190.000E-03,-1.978625E+00,-1.770312E+00
-188.000E-03,-1.978625E+00,-1.742969E+00
-186.000E-03,-1.978625E+00,-1.715625E+00
-184.000E-03,-1.978625E+00,-1.696094E+00
-182.000E-03,-1.978625E+00,-1.676562E+00
-180.000E-03,-1.978625E+00,-1.664844E+00
